id,base_case_id,text,label,scam_type,severity,reason,evidence_span,recommended_action,risk_factor,harm_type,target_group,region_variant,noise_type,source,license,is_synthetic,privacy_level,split,source_url,context_style,quality_note
SELF_000141,SELF_PHISHING_LINK_0017,Bài chia sẻ mô tả một trường hợp người cao tuổi nhận được cuộc gọi lạ: người gọi gửi thông báo hoàn tiền điện/nước và yêu cầu xác nhận qua đường dẫn. Sau đó họ yêu cầu bác bấm vào <LINK> để đăng nhập và cập nhật thông tin. Nội dung trình bày có logo giống tổ chức thật nên dễ gây nhầm lẫn. Gia đình nghi ngờ đây là tình huống lừa đảo vì nội dung tạo áp lực và yêu cầu hành động liên quan đến tiền hoặc thông tin nhạy cảm.,SCAM,PHISHING_LINK,HIGH,Dụ bấm link lạ để đăng nhập/cập nhật thông tin và đánh cắp dữ liệu.,<LINK>; bấm link; cập nhật thông tin; đăng nhập,Không bấm link lạ. Mở ứng dụng chính thức hoặc gõ trực tiếp địa chỉ website chính thức.,technical_confusion; urgency; false_promise,credential_theft; privacy_leak; malware_install,elderly,NORTH,NONE,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,test,https://tiengchuong.chinhphu.vn/bo-cong-an-canh-bao-24-thu-doan-lua-dao-tren-khong-gian-mang-113230711094917091.htm,ARTICLE_SHARE,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000142,SELF_DEEPFAKE_CALL_0013,"Đoạn tin nhắn bắt đầu bằng lời hỏi thăm sức khỏe của ba, sau đó người gửi giọng nói trong cuộc gọi nghe giống con của ba, nói đang gặp việc gấp. Trong các tin tiếp theo, họ xin ba chuyển gấp tiền vào <BANK_ACCOUNT> để xử lý tai nạn. Họ dùng hình ảnh/giọng nói giống người quen để đánh vào niềm tin.",SCAM,DEEPFAKE_CALL,HIGH,Dùng cuộc gọi video/giọng nói giống người quen để yêu cầu tiền hoặc thông tin.,video mờ; giọng giống người thân; chuyển gấp; không gọi lại,Gọi lại bằng số quen thuộc hoặc hỏi câu riêng tư để xác minh. Không chuyển tiền trong lúc cuộc gọi chưa rõ.,trust_abuse; urgency; technical_deception,financial_loss,elderly,SOUTH,OBFUSCATION,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,MESSAGE_THREAD,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000143,SELF_DEEPFAKE_CALL_0014,"Bác kể lại rằng có người gọi điện trong lúc ở nhà một mình. Người này cuộc gọi đến từ account mạng xã hội mới tạo nhưng dùng ảnh đại diện của người thân, nói chuyện rất tự tin và dùng nhiều từ ngữ giống cơ quan chính thức. Tiếp theo họ xin bác chuyển gấp tiền vào <BANK_ACCOUNT> để xử lý tai nạn. Họ dùng hình ảnh/giọng nói giống người quen để đánh vào niềm tin.",SCAM,DEEPFAKE_CALL,HIGH,Dùng cuộc gọi video/giọng nói giống người quen để yêu cầu tiền hoặc thông tin.,video mờ; giọng giống người thân; chuyển gấp; không gọi lại,Gọi lại bằng số quen thuộc hoặc hỏi câu riêng tư để xác minh. Không chuyển tiền trong lúc cuộc gọi chưa rõ.,trust_abuse; urgency; technical_deception,financial_loss,elderly,STANDARD,CODE_SWITCHING,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,CALL_SUMMARY,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000144,SELF_OTP_BANK_0010,"Bài chia sẻ mô tả một trường hợp người cao tuổi nhận được cuộc gọi lạ: người gọi gửi tin nhắn giống brandname ngân hàng, yêu cầu cập nhật hồ sơ trong ngày. Sau đó họ bảo chú cung cấp dãy 6 số trong tin nhắn để mở lại tài khoản. Nếu không làm ngay, họ dọa tài khoản sẽ bị khóa và không rút được tiền. Gia đình nghi ngờ đây là tình huống lừa đảo vì nội dung tạo áp lực và yêu cầu hành động liên quan đến tiền hoặc thông tin nhạy cảm.",SCAM,OTP_BANK,HIGH,Yêu cầu cung cấp OTP/mã xác nhận hoặc thông tin ngân hàng cho người lạ.,mã OTP; mã xác nhận; tài khoản ngân hàng; xác minh ngay,"Không cung cấp OTP, mật khẩu hoặc mã xác nhận. Gọi trực tiếp tổng đài chính thức của ngân hàng.",urgency; technical_confusion; authority_impersonation,credential_theft; financial_loss,elderly,NORTH,NONE,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://tiengchuong.chinhphu.vn/bo-cong-an-canh-bao-24-thu-doan-lua-dao-tren-khong-gian-mang-113230711094917091.htm,ARTICLE_SHARE,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000145,SELF_FAKE_SUPPORT_0010,"Mot bai canh bao tren mang xa hoi tom tat su viec: nguoi la noi tai khoan bao hiem/dien luc cua bac chua dong bo du lieu. Noi dung sau do chuyen sang yeu cau yeu cau bac cai ung dung dieu khien tu xa de nhan vien thao tac ho. Ho noi neu khong lam trong ngay, ho so se bi treo hoac SIM bi khoa. Bai viet khuyen nguoi doc nen xac minh voi nguoi than truoc khi lam theo.",SCAM,FAKE_SUPPORT,HIGH,Giả danh nhân viên hỗ trợ kỹ thuật/dịch vụ công để yêu cầu cài app hoặc cấp quyền.,cài ứng dụng; chia sẻ màn hình; cấp quyền; hỗ trợ kỹ thuật,Không cài app lạ hoặc chia sẻ màn hình cho người không xác minh được danh tính.,technical_confusion; authority_impersonation,credential_theft; malware_install; privacy_leak,elderly,STANDARD,NO_DIACRITICS,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://tiengchuong.chinhphu.vn/bo-cong-an-canh-bao-24-thu-doan-lua-dao-tren-khong-gian-mang-113230711094917091.htm,SOCIAL_WARNING,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000146,SELF_PRIZE_GIFT_0015,Một bài cảnh báo trên mạng xã hội tóm tắt sự việc: người lạ nói chú trúng quà tri ân vì là khách hàng may mắn. Nội dung sau đó chuyển sang yêu cầu yêu cầu đóng thuế/quỹ hồ sơ trước khi trao thưởng. Họ dặn chú chuyển phí nhỏ trước để nhận món quà lớn. Bài viết khuyên người đọc nên xác minh với người thân trước khi làm theo.,SCAM,PRIZE_GIFT,HIGH,Lấy lý do trúng thưởng/nhận quà để yêu cầu đóng phí hoặc cung cấp thông tin.,trúng thưởng; nhận quà; phí vận chuyển; thông tin cá nhân,Không chuyển phí nhận thưởng. Kiểm tra chương trình trên kênh chính thức.,greed; false_promise; urgency,financial_loss; privacy_leak,elderly,SOUTH,NONE,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,valid,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,SOCIAL_WARNING,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000147,SELF_PRIZE_GIFT_0016,"Bài chia sẻ mô tả một trường hợp người cao tuổi nhận được cuộc gọi lạ: người gọi gửi ảnh phiếu trúng thưởng xe máy và nói chỉ cần hoàn tất hồ sơ. Sau đó họ bảo cô gửi căn cước, địa chỉ nhà và số account để nhận thưởng. Người nhắn liên tục chúc mừng để tạo cảm giác đã trúng thật. Gia đình nghi ngờ đây là tình huống lừa đảo vì nội dung tạo áp lực và yêu cầu hành động liên quan đến tiền hoặc thông tin nhạy cảm.",SCAM,PRIZE_GIFT,HIGH,Lấy lý do trúng thưởng/nhận quà để yêu cầu đóng phí hoặc cung cấp thông tin.,trúng thưởng; nhận quà; phí vận chuyển; thông tin cá nhân,Không chuyển phí nhận thưởng. Kiểm tra chương trình trên kênh chính thức.,greed; false_promise; urgency,financial_loss; privacy_leak,elderly,SOUTH,CODE_SWITCHING,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,valid,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,ARTICLE_SHARE,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000148,SELF_DEEPFAKE_CALL_0015,"O kể lại rằng có người gọi điện trong lúc ở nhà một mình. Người này cuộc gọi video hiện khuôn mặt giống cháu của o nhưng hình ảnh bị giật và rất mờ, nói chuyện rất tự tin và dùng nhiều từ ngữ giống cơ quan chính thức. Tiếp theo họ đề nghị o gửi mã xác nhận để lấy lại tk cho người thân. Khi o hỏi thêm, người kia né tránh và chỉ thúc ck.",SCAM,DEEPFAKE_CALL,HIGH,Dùng cuộc gọi video/giọng nói giống người quen để yêu cầu tiền hoặc thông tin.,video mờ; giọng giống người thân; chuyển gấp; không gọi lại,Gọi lại bằng số quen thuộc hoặc hỏi câu riêng tư để xác minh. Không chuyển tiền trong lúc cuộc gọi chưa rõ.,trust_abuse; urgency; technical_deception,financial_loss,elderly,CENTRAL,ABBREVIATION,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,CALL_SUMMARY,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000149,SELF_PRIZE_GIFT_0017,"Bai chia se mo ta mot truong hop nguoi cao tuoi nhan duoc cuoc goi la: nguoi goi gui anh phieu trung thuong xe may va noi chi can hoan tat ho so. Sau do ho bao co gui can cuoc, dia chi nha va so tai khoang de nhan thuong. Ho dan co chuyen phi nho truoc de nhan mon qua lon. Gia dinh nghi ngo day la tinh huong lua dao vi noi dung tao ap luc va yeu cau hanh dong lien quan den tien hoac thong tin nhay cam.",SCAM,PRIZE_GIFT,HIGH,Lấy lý do trúng thưởng/nhận quà để yêu cầu đóng phí hoặc cung cấp thông tin.,trúng thưởng; nhận quà; phí vận chuyển; thông tin cá nhân,Không chuyển phí nhận thưởng. Kiểm tra chương trình trên kênh chính thức.,greed; false_promise; urgency,financial_loss; privacy_leak,elderly,STANDARD,TYPO,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,valid,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,ARTICLE_SHARE,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000150,SELF_LOAN_SCAM_0008,"Đoạn tn bắt đầu bằng lời hỏi thăm sức khỏe của chú, sau đó người gửi nói chú được duyệt vay nhanh ko cần gặp mặt. Trong các tin tiếp theo, họ yêu cầu chú đóng phí bảo hiểm khoản vay trước khi giải ngân. Họ nói nếu ko đóng phí ngay thì khoản vay sẽ bị hủy.",SCAM,LOAN_SCAM,HIGH,"Lừa vay tiền nhanh, yêu cầu phí trước hoặc thu thập giấy tờ cá nhân.",duyệt vay; phí hồ sơ; phí bảo hiểm; giải ngân; CCCD,Không gửi giấy tờ cá nhân hoặc đóng phí trước cho dịch vụ vay không rõ nguồn.,financial_pressure; urgency; false_promise,financial_loss; identity_theft,elderly,SOUTH,ABBREVIATION,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,valid,https://tiengchuong.chinhphu.vn/bo-cong-an-canh-bao-24-thu-doan-lua-dao-tren-khong-gian-mang-113230711094917091.htm,MESSAGE_THREAD,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000151,SELF_JOB_SCAM_0017,"Một bài cảnh báo trên mạng xã hội tóm tắt sự việc: người lạ gửi bảng lương hấp dẫn, nói người lớn tuổi cũng làm được dễ dàng. Nội dung sau đó chuyển sang yêu cầu yêu cầu chú nạp trước 300 nghìn để nhận nhiệm vụ đầu tiên. Sau đó số tiền nhiệm vụ tăng nhanh và không cho rút nếu chưa nạp thêm. Bài viết khuyên người đọc nên verify với người thân trước khi làm theo.",SCAM,JOB_SCAM,MEDIUM,"Lừa tuyển cộng tác viên/việc nhẹ lương cao, yêu cầu nạp tiền hoặc làm nhiệm vụ.",việc nhẹ lương cao; nạp tiền; nhiệm vụ; hoàn tiền,Không đóng phí để nhận việc. Kiểm tra thông tin công ty và hợp đồng rõ ràng.,financial_pressure; false_promise; gamification,financial_loss,elderly,STANDARD,CODE_SWITCHING,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,test,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,SOCIAL_WARNING,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000152,SELF_PHISHING_LINK_0018,"Đoạn tin nhắn bắt đầu bằng lời hỏi thăm sức khỏe của cô, sau đó người gửi nói tài khoản mạng xã hội của cô bị báo cáo vi phạm nên phải xác minh. Trong các tin tiếp theo, họ bảo cô nhập số điện thoại, căn cước và mã xác nhận trên trang lạ. Tin nhắn ghi hồ sơ sẽ hết hạn sau 30 phút nếu không xác minh.",SCAM,PHISHING_LINK,HIGH,Dụ bấm link lạ để đăng nhập/cập nhật thông tin và đánh cắp dữ liệu.,<LINK>; bấm link; cập nhật thông tin; đăng nhập,Không bấm link lạ. Mở ứng dụng chính thức hoặc gõ trực tiếp địa chỉ website chính thức.,technical_confusion; urgency; false_promise,credential_theft; privacy_leak; malware_install,elderly,NORTH,NONE,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,test,https://tiengchuong.chinhphu.vn/bo-cong-an-canh-bao-24-thu-doan-lua-dao-tren-khong-gian-mang-113230711094917091.htm,MESSAGE_THREAD,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000153,SELF_FAKE_POLICE_0010,"Đoạn tin nhắn bắt đầu bằng lời hỏi thăm sức khỏe của chú, sau đó người gửi tự xưng là cán bộ công an đang điều tra đường dây rửa tiền. Trong các tin tiếp theo, họ bắt chú cài ứng dụng lạ để khai báo tài sản và số dư N.H. Họ dọa nếu chú kể với con cháu thì sẽ bị xử lý vì làm lộ bí mật điều tra.",SCAM,FAKE_POLICE,HIGH,Giả danh công an/viện kiểm sát/tòa án để đe dọa và yêu cầu chuyển tiền.,công an; viện kiểm sát; vụ án; chuyển tiền; không được nói với ai,Không chuyển tiền. Cúp máy và liên hệ công an địa phương hoặc người thân để xác minh.,authority_impersonation; fear; secrecy; urgency,financial_loss; psychological_pressure,elderly,NORTH,OBFUSCATION,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,test,https://congly.vn/canh-giac-thu-doan-gia-danh-can-bo-de-lua-dao-nguoi-cao-tuoi-523282.html,MESSAGE_THREAD,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000154,SELF_DEEPFAKE_CALL_0016,"Mot bai canh bao tren mang xa hoi tom tat su viec: nguoi la nguoi goi chi noi vai cau ngan roi tat camera, bao mang yeu. Noi dung sau do chuyen sang yeu cau yeu cau bac giu bi mat vi so gia dinh lo lang. Khi bac hoi them, nguoi kia ne tranh va chi thuc chuyen tien. Bai viet khuyen nguoi doc nen xac minh voi nguoi than truoc khi lam theo.",SCAM,DEEPFAKE_CALL,HIGH,Dùng cuộc gọi video/giọng nói giống người quen để yêu cầu tiền hoặc thông tin.,video mờ; giọng giống người thân; chuyển gấp; không gọi lại,Gọi lại bằng số quen thuộc hoặc hỏi câu riêng tư để xác minh. Không chuyển tiền trong lúc cuộc gọi chưa rõ.,trust_abuse; urgency; technical_deception,financial_loss,elderly,NORTH,NO_DIACRITICS,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,SOCIAL_WARNING,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000155,SELF_PRIZE_GIFT_0018,"Ba kể lại rằng có người gọi điện trong lúc ở nhà một mình. Người này giả danh siêu thị hoặc hãng điện thoại tặng quà cho người lớn tuổi, nói chuyện rất tự tin và dùng nhiều từ ngữ giống cơ quan chính thức. Tiếp theo họ bảo ba gửi căn cước, địa chỉ nhà và số account để nhận thưởng. Họ nói phần thưởng chỉ giữ trong hôm nay nên phải làm ngay.",SCAM,PRIZE_GIFT,HIGH,Lấy lý do trúng thưởng/nhận quà để yêu cầu đóng phí hoặc cung cấp thông tin.,trúng thưởng; nhận quà; phí vận chuyển; thông tin cá nhân,Không chuyển phí nhận thưởng. Kiểm tra chương trình trên kênh chính thức.,greed; false_promise; urgency,financial_loss; privacy_leak,elderly,SOUTH,CODE_SWITCHING,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,valid,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,CALL_SUMMARY,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000156,SELF_TRAVEL_COMBO_0008,"Đoạn tn bắt đầu bằng lời hỏi thăm sức khỏe của bác, sau đó người gửi người tư vấn nói khách sạn đang khuyến mãi nội bộ nên ko công khai lâu. Trong các tin tiếp theo, họ gửi stk cá nhân và hối bác chụp biên lai. Họ nhấn mạnh nếu chậm vài phút sẽ mất suất khuyến mãi.",SCAM,TRAVEL_COMBO,MEDIUM,"Rao combo du lịch/khách sạn giá rẻ bất thường, yêu cầu đặt cọc nhanh.",combo giá rẻ; đặt cọc; giữ chỗ; chuyển khoản,"Không đặt cọc qua tài khoản cá nhân. Kiểm tra fanpage, website, giấy phép và đánh giá thật.",false_promise; scarcity; urgency,financial_loss,elderly,CENTRAL,ABBREVIATION,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,MESSAGE_THREAD,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000157,SELF_TRAVEL_COMBO_0009,"Đoạn tin nhắn bắt đầu bằng lời hỏi thăm sức khỏe của bác, sau đó người gửi người tư vấn nói khách sạn đang khuyến mãi nội bộ nên không công khai lâu. Trong các tin tiếp theo, họ bảo bác gửi thông tin căn cước của cả đoàn để xuất voucher. Họ nhấn mạnh nếu chậm vài phút sẽ mất suất khuyến mãi. Please check now.",SCAM,TRAVEL_COMBO,MEDIUM,"Rao combo du lịch/khách sạn giá rẻ bất thường, yêu cầu đặt cọc nhanh.",combo giá rẻ; đặt cọc; giữ chỗ; chuyển khoản,"Không đặt cọc qua tài khoản cá nhân. Kiểm tra fanpage, website, giấy phép và đánh giá thật.",false_promise; scarcity; urgency,financial_loss,elderly,STANDARD,CODE_SWITCHING,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,MESSAGE_THREAD,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000158,SELF_OTP_BANK_0011,"Chú kể lại rằng có người gọi điện trong lúc ở nhà một mình. Người này nói account vừa phát sinh giao dịch bất thường nên cần kiểm tra khẩn cấp, nói chuyện rất tự tin và dùng nhiều từ ngữ giống cơ quan chính thức. Tiếp theo họ bảo chú cung cấp dãy 6 số trong tin nhắn để mở lại tài khoản. Họ nói đây là cuộc gọi bảo mật nên không được hỏi người thân.",SCAM,OTP_BANK,HIGH,Yêu cầu cung cấp OTP/mã xác nhận hoặc thông tin ngân hàng cho người lạ.,mã OTP; mã xác nhận; tài khoản ngân hàng; xác minh ngay,"Không cung cấp OTP, mật khẩu hoặc mã xác nhận. Gọi trực tiếp tổng đài chính thức của ngân hàng.",urgency; technical_confusion; authority_impersonation,credential_theft; financial_loss,elderly,STANDARD,CODE_SWITCHING,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://tiengchuong.chinhphu.vn/bo-cong-an-canh-bao-24-thu-doan-lua-dao-tren-khong-gian-mang-113230711094917091.htm,CALL_SUMMARY,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000159,SELF_ROMANCE_SCAM_0009,"Bác kể lại rằng có người gọi điện trong lúc ở nhà một mình. Người này họ nói sắp về Việt Nam thăm bác nhưng gặp rắc rối giấy tờ, nói chuyện rất tự tin và dùng nhiều từ ngữ giống cơ quan chính thức. Tiếp theo họ xin bác chuyển tiền xử lý giấy tờ vì tài khoản đang bị khóa. Họ dùng lời lẽ tình cảm, khiến bác ngại từ chối.",SCAM,ROMANCE_SCAM,MEDIUM,"Lợi dụng tình cảm/lòng tin để xin tiền, quà hoặc thông tin cá nhân.",quen qua mạng; gửi quà; phí hải quan; cần tiền gấp,Không chuyển tiền cho người quen qua mạng chưa gặp ngoài đời. Hỏi người thân trước khi quyết định.,trust_abuse; emotional_manipulation; false_promise,financial_loss; psychological_pressure,elderly,CENTRAL,NONE,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,test,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,CALL_SUMMARY,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000160,SELF_HEALTH_PRODUCT_0012,"Bác kể lại rằng có người gọi điện trong lúc ở nhà một mình. Người này mời bác tham gia hội thảo sức khỏe miễn phí tại khách sạn, nói chuyện rất tự tin và dùng nhiều từ ngữ giống cơ quan chính thức. Tiếp theo họ bảo bác chuyển tiền để nhận suất ưu đãi dành riêng cho người cao tuổi. Thông tin về công dụng được nói quá mức và thiếu căn cứ y khoa.",SCAM,HEALTH_PRODUCT,MEDIUM,Dụ người cao tuổi mua sản phẩm sức khỏe/đa cấp bằng cam kết chữa bệnh hoặc lợi nhuận.,hội thảo miễn phí; thuốc chữa bệnh; đặt cọc; lợi nhuận,Không mua thuốc/sản phẩm sức khỏe không rõ nguồn. Hỏi bác sĩ hoặc người thân trước.,health_anxiety; false_promise; social_proof,financial_loss; health_risk,elderly,STANDARD,NONE,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,CALL_SUMMARY,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000161,SELF_EMERGENCY_MONEY_0010,"Đoạn tn bắt đầu bằng lời hỏi thăm sức khỏe của cô, sau đó người gửi nói vừa gây tai nạn ngoài đường, cần tiền bồi thường ngay để được về. Trong các tin tiếp theo, họ bảo cô chuyển 10tr ngay và đừng gọi lại vì đang làm việc với bác sĩ. Họ dùng cảm xúc lo sợ của gia đình để ép cô quyết định nhanh.",SCAM,EMERGENCY_MONEY,HIGH,Giả danh người thân hoặc dùng tình huống khẩn cấp để yêu cầu chuyển tiền.,đang cấp cứu; chuyển gấp; đừng gọi lại; cần tiền ngay,Không chuyển tiền vội. Gọi trực tiếp cho người thân qua số quen thuộc hoặc hỏi người trong gia đình.,trust_abuse; urgency; secrecy; fear,financial_loss,elderly,STANDARD,ABBREVIATION,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,MESSAGE_THREAD,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000162,SELF_HEALTH_PRODUCT_0013,Bài chia sẻ mô tả một trường hợp người cao tuổi nhận được cuộc gọi lạ: người gọi họ đưa nhiều lời chứng thực từ người lớn tuổi khác để tạo niềm tin. Sau đó họ đề nghị má mua nhiều hộp để được lên hạng thành viên. Họ nói ưu đãi chỉ áp dụng tại chỗ và không cho mang tài liệu về hỏi bác sĩ. Gia đình nghi ngờ đây là tình huống lừa đảo vì nội dung tạo áp lực và yêu cầu hành động liên quan đến tiền hoặc thông tin nhạy cảm.,SCAM,HEALTH_PRODUCT,MEDIUM,Dụ người cao tuổi mua sản phẩm sức khỏe/đa cấp bằng cam kết chữa bệnh hoặc lợi nhuận.,hội thảo miễn phí; thuốc chữa bệnh; đặt cọc; lợi nhuận,Không mua thuốc/sản phẩm sức khỏe không rõ nguồn. Hỏi bác sĩ hoặc người thân trước.,health_anxiety; false_promise; social_proof,financial_loss; health_risk,elderly,SOUTH,NONE,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,ARTICLE_SHARE,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000163,SELF_INVESTMENT_0014,Một bài cảnh báo trên mạng xã hội tóm tắt sự việc: người lạ khoe nhiều ảnh người khác rút lãi để tạo lòng tin. Nội dung sau đó chuyển sang yêu cầu hướng dẫn bác tải app ngoài và gửi ảnh chuyển khoản cho nhóm. Nhóm chat có nhiều tài khoản phụ hối thúc bác vào lệnh ngay. Bài viết khuyên người đọc nên xác minh với người thân trước khi làm theo.,SCAM,INVESTMENT,HIGH,"Hứa lợi nhuận cao bất thường, cam kết không rủi ro và yêu cầu nạp tiền.",lợi nhuận cao; cam kết lãi; nạp tiền; chuyên gia hỗ trợ,Không nạp tiền vào sàn/nhóm đầu tư không rõ pháp lý. Hỏi người thân hoặc chuyên gia tài chính.,greed; false_promise; social_proof,financial_loss,elderly,STANDARD,NONE,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://baochinhphu.vn/nhan-dien-24-hinh-thuc-lua-dao-truc-tuyen-cung-nhieu-hinh-thuc-dan-du-khac-nhau-102230703162727607.htm,SOCIAL_WARNING,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
SELF_000164,SELF_OTP_BANK_0012,"Doan tin nhan bat dau bang loi hoi tham suc khoe cua co, sau do nguoi gui gui tin nhan giong brandname ngan hang, yeu cau cap nhat ho so trong ngay. Trong cac tin tiep theo, ho noi co phai gui anh man hinh tin nhan ngan hang de kiem tra. Neu khong lam ngay, ho doa tai khoang se bi khoa va khong rut duoc tien.",SCAM,OTP_BANK,HIGH,Yêu cầu cung cấp OTP/mã xác nhận hoặc thông tin ngân hàng cho người lạ.,mã OTP; mã xác nhận; tài khoản ngân hàng; xác minh ngay,"Không cung cấp OTP, mật khẩu hoặc mã xác nhận. Gọi trực tiếp tổng đài chính thức của ngân hàng.",urgency; technical_confusion; authority_impersonation,credential_theft; financial_loss,elderly,NORTH,TYPO,self_created_long_context_based_on_public_warning_taxonomy,self-created,true,no_pii,train,https://tiengchuong.chinhphu.vn/bo-cong-an-canh-bao-24-thu-doan-lua-dao-tren-khong-gian-mang-113230711094917091.htm,MESSAGE_THREAD,Detailed synthetic Vietnamese context; no real PII; not copied from articles/posts.
